Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS
Marcus Semien,TEX,2B,34,162,670,122,185,40,4,29,100,14,3,72,110,0,5,5,.276,.348,.478,.826
Julio Rodriguez,SEA,OF,24,155,654,102,180,37,2,32,103,37,10,47,175,0,2,11,.275,.333,.485,.818
Ronald Acuna,ATL,OF,27,159,643,149,217,35,4,41,106,73,14,80,84,0,3,9,.337,.416,.596,1.012
Bobby Witt,KC,SS,25,158,641,97,177,28,11,30,96,49,15,40,121,1,8,4,.276,.319,.495,.814
Trea Turner,PHI,SS,32,155,639,102,170,35,5,26,76,30,0,45,150,0,1,6,.266,.320,.459,.779
Steven Kwan,CLE,OF,27,158,638,93,171,36,7,5,54,21,3,70,75,1,6,3,.268,.340,.370,.710
Freddie Freeman,LAD,1B,35,161,637,131,211,59,2,29,102,23,1,72,121,0,5,16,.331,.410,.567,.977
Austin Riley,ATL,3B,28,159,636,117,179,32,3,37,97,3,1,59,172,0,11,9,.281,.345,.516,.861
Lane Thomas,WAS,OF,29,157,628,101,168,36,3,28,86,20,5,36,176,0,7,11,.268,.315,.468,.783
Nick Castellanos,PHI,OF,33,157,626,79,170,37,2,29,106,11,2,36,185,0,6,3,.272,.311,.476,.787
Teoscar Hernandez,SEA,OF,32,160,625,70,161,29,2,26,93,7,2,38,211,0,7,8,.258,.305,.435,.740
Nathaniel Lowe,TEX,1B,30,161,623,89,163,38,3,17,82,1,0,93,165,0,3,5,.262,.360,.414,.774
Alex Bregman,HOU,3B,31,161,622,103,163,28,4,25,98,3,1,92,87,0,2,8,.262,.363,.441,.804
Nico Hoerner,CHC,2B,28,150,619,98,175,27,4,9,68,43,7,49,83,1,5,14,.283,.346,.383,.729
George Springer,TOR,OF,35,154,613,87,158,25,1,21,72,20,5,60,125,0,3,5,.258,.327,.405,.732
Jose Ramirez,CLE,3B,32,156,611,87,172,36,5,24,80,28,6,73,73,0,6,1,.282,.356,.475,.831
Joey Meneses,WAS,DH,33,154,611,71,168,36,1,13,89,0,0,38,130,0,3,5,.275,.321,.401,.722
Matt Olson,ATL,1B,31,162,608,127,172,27,3,54,139,1,0,104,167,0,4,4,.283,.389,.604,.993
Spencer Torkelson,DET,1B,25,159,606,88,141,34,1,31,94,3,0,67,171,0,5,6,.233,.313,.446,.759
Francisco Lindor,NYM,SS,31,160,602,108,153,33,2,31,98,31,4,66,137,0,7,12,.254,.336,.470,.806
Vladimir Guerrero,TOR,1B,26,156,602,78,159,30,0,26,94,5,3,67,100,0,4,9,.264,.345,.444,.789
Eugenio Suarez,SEA,3B,34,162,598,68,139,29,0,22,96,2,1,70,214,0,11,15,.232,.323,.391,.714
Xander Bogaerts,SD,SS,32,155,596,83,170,31,2,19,58,19,2,56,110,0,6,7,.285,.350,.440,.790
Ozzie Albies,ATL,2B,28,148,596,96,167,30,5,33,109,13,1,46,107,0,8,8,.280,.336,.513,.849
Gleyber Torres,NYY,2B,28,158,596,90,163,28,2,25,68,13,6,67,98,0,6,3,.273,.347,.453,.800
Paul Goldschmidt,STL,1B,37,154,593,89,159,31,0,25,80,11,2,87,161,0,3,3,.268,.363,.447,.810
Brandon Nimmo,NYM,OF,32,152,592,89,162,30,6,24,68,3,3,74,146,1,4,11,.274,.363,.466,.829
Anthony Santander,BAL,OF,30,153,591,81,152,41,1,28,95,5,1,55,152,0,4,6,.257,.325,.472,.797
Adley Rutschman,BAL,C,27,154,588,84,163,31,1,20,80,1,2,92,101,0,5,2,.277,.374,.435,.809
Ty France,SEA,1B,31,158,587,79,147,32,0,12,58,1,0,43,117,0,1,34,.250,.337,.366,.703
Bryson Stott,PHI,2B,27,151,585,78,164,32,2,15,62,31,3,39,100,1,8,7,.280,.329,.419,.748
Jeff McNeil,NYM,2B,33,156,585,75,158,25,4,10,55,10,0,39,65,3,3,18,.270,.333,.378,.711
Kyle Schwarber,PHI,DH,32,160,585,108,115,19,1,47,104,0,2,126,215,0,3,6,.197,.343,.474,.817
Mookie Betts,LAD,OF,32,152,584,126,179,40,1,39,107,14,3,96,107,0,5,8,.307,.408,.579,.987
Christian Walker,ARI,1B,34,157,582,86,150,36,2,33,103,11,0,62,127,0,8,8,.258,.333,.497,.830
Spencer Steer,CIN,OF,27,156,582,74,158,37,3,23,86,15,3,68,139,0,4,11,.271,.356,.464,.820
Ezequiel Tovar,COL,SS,24,153,581,79,147,37,4,15,73,11,5,25,166,2,3,4,.253,.287,.408,.695
Rafael Devers,BOS,3B,28,153,580,90,157,34,0,33,100,5,1,62,126,0,3,11,.271,.351,.500,.851
Ian Happ,CHC,OF,30,158,580,86,144,35,4,21,84,14,3,99,153,0,6,6,.248,.360,.431,.791
Bryan De La Cruz,MIA,OF,28,153,579,60,149,32,0,19,78,4,1,40,142,0,5,1,.257,.304,.411,.715
Jeremy Pena,HOU,SS,27,150,577,81,152,32,3,10,52,13,9,43,129,1,1,9,.263,.324,.381,.705
Fernando Tatis,SD,OF,26,141,575,91,148,33,1,25,78,29,4,53,141,1,3,3,.257,.322,.449,.771
Bryan Reynolds,PIT,OF,30,145,574,85,151,31,5,24,84,12,1,53,138,0,6,7,.263,.330,.460,.790
Kyle Tucker,HOU,OF,28,157,574,97,163,37,5,29,112,30,5,80,92,0,10,3,.284,.369,.517,.886
Luis Arraez,MIA,1B,28,147,574,71,203,30,3,10,69,3,2,35,34,1,3,4,.354,.393,.469,.862
Bo Bichette,TOR,SS,27,135,571,69,175,30,3,20,73,5,3,27,115,0,1,2,.306,.339,.475,.814
Ketel Marte,ARI,2B,31,150,569,94,157,26,9,25,82,8,2,71,109,0,5,5,.276,.358,.485,.843
Juan Soto,SD,OF,26,162,568,97,156,32,1,35,109,12,5,132,129,1,5,2,.275,.410,.519,.929
Pete Alonso,NYM,1B,30,154,568,92,123,21,2,46,118,4,1,65,151,0,4,21,.217,.318,.504,.822
Andrew Vaughn,CWS,1B,27,152,566,67,146,30,2,21,80,0,0,36,129,0,2,11,.258,.314,.429,.743
Corbin Carroll,ARI,OF,24,155,565,116,161,30,10,25,76,54,5,57,125,6,4,13,.285,.362,.506,.868
Dansby Swanson,CHC,SS,31,147,565,81,138,25,3,22,80,9,1,66,154,0,2,5,.244,.328,.416,.744
CJ Abrams,WAS,SS,24,151,563,83,138,28,6,18,64,47,4,32,118,3,3,13,.245,.300,.412,.712
Andrew Benintendi,CWS,OF,31,151,562,72,147,34,2,5,45,13,2,52,89,1,3,3,.262,.326,.356,.682
Nolan Arenado,STL,3B,34,144,560,71,149,26,2,26,93,3,3,41,101,0,8,3,.266,.315,.459,.774
Gunnar Henderson,BAL,SS,24,150,560,100,143,29,9,28,82,10,3,56,159,0,3,3,.255,.325,.489,.814
Alec Bohm,PHI,3B,28,145,558,74,153,31,0,20,97,4,1,42,94,0,6,5,.274,.327,.437,.764
Justin Turner,BOS,1B,40,146,558,86,154,31,0,23,96,4,1,51,110,0,6,11,.276,.345,.455,.800
Andres Gimenez,CLE,2B,26,153,557,76,140,27,5,15,62,30,6,32,112,4,3,20,.251,.314,.399,.713
Ryan McMahon,COL,3B,30,152,555,80,133,31,3,23,70,5,5,68,198,0,3,1,.240,.322,.431,.753
Adolis Garcia,TEX,OF,32,148,555,108,136,29,0,39,107,9,1,65,175,0,6,6,.245,.328,.508,.836
Willy Adames,MIL,SS,29,149,553,73,120,29,2,24,80,5,3,71,165,0,6,6,.217,.310,.407,.717
Randy Arozarena,TB,OF,30,151,551,95,140,19,3,23,83,22,10,80,156,0,5,18,.254,.364,.425,.789
Lourdes Gurriel,ARI,OF,31,145,551,65,144,35,2,24,82,5,0,33,103,0,2,6,.261,.309,.463,.772
Christian Yelich,MIL,OF,33,144,550,106,153,34,1,19,76,28,3,78,140,0,1,3,.278,.370,.447,.817
Whit Merrifield,TOR,2B,36,145,547,66,149,27,0,11,67,26,10,36,101,0,6,3,.272,.318,.382,.700
Luis Robert,CWS,OF,27,145,546,90,144,36,1,38,80,20,4,30,172,0,2,12,.264,.315,.542,.857
Alex Verdugo,BOS,OF,29,142,546,81,144,37,5,13,54,5,3,45,93,0,5,6,.264,.324,.421,.745
Manny Machado,SD,3B,33,138,543,75,140,21,0,30,91,3,2,50,109,0,6,2,.258,.319,.462,.781
Anthony Volpe,NYY,SS,24,159,541,62,113,23,4,21,60,24,5,52,167,1,2,5,.209,.283,.383,.666
William Contreras,MIL,C,27,141,540,86,156,38,1,17,78,6,1,63,126,1,2,5,.289,.367,.457,.824
Jose Abreu,HOU,1B,38,141,540,62,128,23,1,18,90,0,1,42,130,0,6,6,.237,.296,.383,.679
Salvador Perez,KC,C,35,140,538,59,137,21,0,23,80,0,0,19,135,0,8,13,.255,.292,.422,.714
Ha-Seong Kim,SD,SS,29,152,538,84,140,23,0,17,60,38,9,75,124,5,5,3,.260,.351,.398,.749
Masataka Yoshida,BOS,DH,32,140,537,71,155,33,3,15,72,8,0,34,81,0,2,7,.289,.338,.445,.783
J.P. Crawford,SEA,SS,30,145,534,94,142,35,0,19,65,2,0,94,125,3,2,5,.266,.380,.438,.818
MJ Melendez,KC,OF,26,148,533,65,125,29,5,16,56,6,4,62,170,0,4,3,.235,.316,.398,.714
Marcell Ozuna,ATL,DH,34,144,530,84,145,29,1,40,100,0,0,57,134,0,2,3,.274,.346,.558,.904
Dominic Smith,WAS,1B,30,153,527,57,134,21,1,12,46,1,1,47,91,0,2,10,.254,.326,.366,.692
Daulton Varsho,TOR,OF,29,158,527,65,116,23,3,20,61,16,7,45,135,1,3,4,.220,.285,.389,.674
Yandy Diaz,TB,1B,33,137,525,95,173,35,0,22,78,0,1,65,94,0,2,8,.330,.410,.522,.932
Keibert Ruiz,WAS,C,27,136,523,55,136,24,0,18,67,1,1,31,58,0,2,6,.260,.308,.409,.717
Austin Hays,BAL,OF,30,144,520,76,143,36,2,16,67,5,1,38,141,0,5,3,.275,.325,.444,.769
Seiya Suzuki,CHC,OF,30,138,515,75,147,31,6,20,74,6,7,59,130,0,7,2,.285,.357,.485,.842
Carlos Correa,MIN,SS,30,135,514,60,118,29,2,18,65,0,0,59,131,0,3,4,.230,.312,.399,.711
Cal Raleigh,SEA,C,28,145,513,78,119,23,1,30,75,0,0,54,158,0,1,1,.232,.306,.456,.762
Leody Taveras,TEX,OF,26,143,511,67,136,31,3,14,67,14,4,35,117,3,4,1,.266,.312,.421,.733
Javier Baez,DET,SS,32,136,510,58,113,18,4,9,59,12,0,24,125,0,3,9,.222,.267,.325,.592
Matt Chapman,TOR,3B,32,140,509,66,122,39,2,17,54,4,2,62,165,0,2,8,.240,.330,.424,.754
Michael Harris,ATL,OF,24,138,505,76,148,33,3,18,57,20,4,25,101,1,3,5,.293,.331,.477,.808
Jorge Soler,MIA,OF,33,137,504,77,126,24,0,36,75,1,0,66,141,0,4,6,.250,.341,.512,.853
Cody Bellinger,CHC,OF,30,130,499,95,153,29,1,26,97,20,6,40,87,0,12,5,.307,.356,.525,.881
Shohei Ohtani,LAA,DH,31,135,497,102,151,26,8,44,95,20,6,91,143,0,3,3,.304,.412,.654,1.066
DJ LeMahieu,NYY,3B,37,136,497,55,121,22,3,15,44,2,2,60,125,0,2,3,.243,.327,.390,.717
Thairo Estrada,SF,2B,29,120,495,63,134,26,2,14,49,23,7,22,120,0,2,11,.271,.315,.416,.731
Ke'Bryan Hayes,PIT,3B,28,124,494,65,134,31,7,15,61,10,6,28,104,0,3,0,.271,.309,.453,.762
Tim Anderson,CWS,SS,32,123,493,52,121,18,2,1,25,13,2,26,122,0,2,3,.245,.286,.296,.582
Isaac Paredes,TB,3B,26,143,492,71,123,24,0,31,98,1,0,58,104,0,1,20,.250,.352,.488,.840
J.T. Realmuto,PHI,C,34,135,489,70,123,28,5,20,63,16,5,35,138,0,5,9,.252,.310,.452,.762
Orlando Arcia,ATL,SS,30,139,488,66,129,25,0,17,65,1,0,39,102,0,3,3,.264,.321,.420,.741
TJ Friedl,CIN,OF,29,138,488,73,136,22,8,18,66,27,6,47,90,8,3,10,.279,.352,.467,.819
Elias Diaz,COL,C,34,141,486,48,130,25,1,14,72,1,0,34,118,0,4,2,.267,.316,.409,.725
Brandon Drury,LAA,2B,32,125,485,61,127,30,3,26,83,0,2,25,136,0,5,8,.262,.306,.497,.803
James Outman,LAD,OF,28,151,483,86,120,16,3,23,70,16,3,68,181,0,4,12,.248,.353,.437,.790
Max Muncy,LAD,3B,34,135,482,95,102,17,1,36,105,1,2,85,153,0,6,6,.212,.333,.475,.808
J.D. Davis,SF,3B,32,144,480,61,119,23,1,18,69,1,0,52,152,0,6,6,.248,.325,.413,.738
Matt Vierling,DET,OF,28,134,479,63,125,21,5,10,44,6,6,44,112,1,1,5,.261,.329,.388,.717
Tommy Edman,STL,OF,30,137,479,69,119,25,4,13,47,27,4,35,84,3,4,7,.248,.307,.399,.706
Josh Jung,TEX,3B,27,122,478,75,127,25,1,23,70,1,3,30,151,0,2,5,.266,.315,.467,.782
Eddie Rosario,ATL,OF,33,142,478,64,122,24,3,21,74,3,4,34,122,1,2,1,.255,.305,.450,.755
Corey Seager,TEX,SS,31,119,477,88,156,42,0,33,96,2,1,49,88,0,6,4,.327,.390,.623,1.013
Trent Grisham,SD,OF,28,153,469,67,93,31,1,13,50,15,3,75,154,4,1,5,.198,.315,.352,.667
Mauricio Dubon,HOU,OF,31,132,467,76,130,26,3,10,46,7,2,19,70,0,3,3,.278,.309,.411,.720
Josh Lowe,TB,OF,27,135,466,71,136,33,2,20,83,32,3,31,124,0,3,1,.292,.335,.500,.835
Tyler Stephenson,CIN,C,28,142,465,59,113,20,2,13,56,0,1,47,135,0,1,4,.243,.317,.378,.695
Will Smith,LAD,C,30,126,464,80,121,21,2,19,76,3,0,63,89,0,12,15,.261,.359,.438,.797
Zach McKinstry,DET,SS,30,148,464,60,107,21,4,9,35,16,6,44,113,2,3,5,.231,.302,.351,.653
Maikel Garcia,KC,3B,25,123,464,59,126,20,4,4,50,23,7,38,115,1,10,2,.272,.323,.358,.681
Brent Rooker,OAK,DH,30,137,463,61,114,20,1,30,69,4,0,49,172,0,4,10,.246,.329,.488,.817
Myles Straw,CLE,OF,30,147,462,52,110,18,3,1,29,20,6,42,97,6,6,2,.238,.301,.297,.598
Hunter Renfroe,LAA,OF,33,126,459,56,111,31,0,19,56,0,0,39,113,0,3,3,.242,.304,.434,.738
Jake Cronenworth,SD,2B,31,127,458,54,105,24,7,10,48,6,1,46,97,1,5,11,.229,.312,.378,.690
Jonah Heim,TEX,C,30,131,457,61,118,28,0,18,95,2,0,40,96,0,3,1,.258,.317,.438,.755
Bryce Harper,PHI,1B,32,126,457,84,134,29,1,21,72,11,3,80,119,0,4,5,.293,.401,.499,.900
Eloy Jimenez,CWS,DH,28,120,456,50,124,23,0,18,64,0,0,30,93,0,2,1,.272,.317,.441,.758
Jonathan India,CIN,2B,28,119,454,78,111,23,0,17,61,14,2,52,109,0,7,16,.244,.338,.407,.745
Josh Naylor,CLE,1B,28,121,452,52,139,31,0,17,97,10,3,33,68,0,7,3,.308,.354,.489,.843
Esteury Ruiz,OAK,OF,26,132,449,47,114,24,1,5,47,67,13,20,99,4,1,16,.254,.309,.345,.654
Shea Langeliers,OAK,C,27,135,448,52,92,19,4,22,63,3,2,34,143,1,2,5,.205,.268,.413,.681
Luis Garcia,WAS,2B,25,122,447,61,119,18,4,9,50,9,4,27,60,1,7,0,.266,.304,.385,.689
Jack Suwinski,PIT,OF,27,144,447,63,100,21,2,26,74,13,2,75,172,0,6,6,.224,.339,.454,.793
Wander Franco,TB,SS,24,112,442,65,124,23,6,17,58,30,10,42,69,0,4,3,.281,.344,.475,.819
Max Kepler,MIN,OF,32,130,438,72,114,22,2,24,66,1,1,45,106,0,4,4,.260,.332,.484,.816
J.D. Martinez,LAD,DH,37,113,432,61,117,27,2,33,103,1,0,34,149,0,9,2,.271,.321,.572,.893
Will Brennan,CLE,OF,27,138,432,41,115,24,0,5,41,13,5,16,57,0,2,5,.266,.299,.356,.655
LaMonte Wade,SF,1B,31,135,429,64,110,14,2,17,45,2,0,76,95,4,4,6,.256,.373,.417,.790
Triston Casas,BOS,1B,25,132,429,66,113,21,2,24,65,0,0,70,126,0,2,1,.263,.367,.490,.857
Willson Contreras,STL,C,33,125,428,55,113,27,0,20,67,6,3,51,111,1,2,13,.264,.358,.467,.825
Michael Massey,KC,2B,27,129,428,42,98,18,1,15,55,6,2,24,99,1,4,4,.229,.274,.381,.655
Lars Nootbaar,STL,OF,27,117,426,74,111,23,1,14,46,11,1,72,99,1,3,1,.261,.367,.418,.785
Ryan Mountcastle,BAL,1B,28,115,423,64,114,21,1,18,68,3,1,37,107,0,7,3,.270,.328,.452,.780
Jordan Walker,STL,OF,23,117,420,51,116,19,2,16,51,7,4,37,104,0,2,6,.276,.342,.445,.787
Kerry Carpenter,DET,OF,27,118,418,57,116,17,2,20,64,6,0,32,115,0,1,8,.278,.340,.471,.811
Jurickson Profar,COL,OF,32,111,415,51,98,25,2,8,39,1,0,45,86,0,5,6,.236,.316,.364,.680
Connor Joe,PIT,OF,32,133,413,63,102,31,4,11,42,3,5,50,110,0,1,8,.247,.339,.421,.760
Adam Frazier,BAL,2B,33,141,412,59,99,21,2,13,60,11,4,32,68,4,2,4,.240,.300,.396,.696
Yordan Alvarez,HOU,OF,28,114,410,77,120,24,1,31,97,0,0,69,92,0,4,13,.293,.407,.583,.990
Geraldo Perdomo,ARI,SS,25,144,407,71,100,20,4,6,47,16,4,64,86,14,4,6,.246,.353,.359,.712
Nolan Gorman,STL,2B,25,119,406,59,96,17,0,27,76,7,2,53,148,0,2,3,.236,.328,.478,.806
Ryan Noda,OAK,1B,29,128,406,63,93,22,1,16,54,3,1,77,170,0,2,10,.229,.364,.406,.770
Michael Conforto,SF,OF,32,125,406,58,97,14,0,15,58,4,0,53,106,0,4,7,.239,.334,.384,.718
Ezequiel Duran,TEX,3B,26,122,406,55,112,22,2,14,46,8,4,23,120,1,2,7,.276,.324,.443,.767
Wilmer Flores,SF,1B,33,126,405,51,115,22,0,23,60,0,0,41,63,0,3,5,.284,.355,.509,.864
Brice Turang,MIL,2B,25,137,404,46,88,9,3,6,34,26,4,38,94,3,2,1,.218,.285,.300,.585
Brandon Marsh,PHI,OF,27,133,404,58,112,25,6,12,60,10,2,59,144,1,4,4,.277,.372,.458,.830
Cedric Mullins,BAL,OF,30,116,404,51,94,23,3,15,74,19,3,43,101,3,4,1,.233,.305,.416,.721
Chas McCormick,HOU,OF,30,115,403,59,110,17,2,22,70,19,6,40,117,1,2,11,.273,.353,.489,.842
Harold Ramirez,TB,DH,30,122,400,58,125,19,2,12,68,5,3,22,79,0,6,6,.313,.353,.460,.813
Brenton Doyle,COL,OF,27,126,399,48,81,16,5,10,48,22,5,22,151,3,3,4,.203,.250,.343,.593
David Peralta,LAD,OF,37,133,394,47,102,25,1,7,55,4,1,20,72,0,6,2,.259,.294,.381,.675
Donovan Solano,MIN,2B,37,134,394,43,111,26,1,5,38,0,0,40,100,0,1,15,.282,.369,.391,.760
Luis Rengifo,LAA,2B,28,126,394,55,104,15,4,16,51,6,4,41,82,0,4,6,.264,.339,.444,.783
Andrew McCutchen,PIT,DH,38,112,390,55,100,19,0,12,43,11,3,75,100,0,4,4,.256,.378,.397,.775
Elly De La Cruz,CIN,SS,23,98,388,67,91,15,7,13,44,35,8,35,144,1,1,2,.235,.300,.410,.710
Christopher Morel,CHC,2B,26,107,388,62,96,17,3,26,70,6,2,36,133,1,2,2,.247,.313,.508,.821
Jon Berti,MIA,3B,35,133,388,53,114,16,3,7,33,16,6,29,77,2,3,2,.294,.344,.405,.749
Miguel Rojas,LAD,SS,36,125,385,49,91,16,1,5,31,8,3,26,48,2,5,5,.236,.290,.322,.612
Amed Rosario,CLE,2B,29,94,385,51,102,19,6,3,40,9,0,22,77,0,3,2,.265,.306,.369,.675
Yan Gomes,CHC,C,38,116,382,44,102,20,2,10,63,1,0,21,81,0,7,9,.267,.315,.408,.723
Francisco Alvarez,NYM,C,23,123,382,51,80,12,0,25,63,2,0,34,110,0,1,6,.209,.284,.437,.721
Riley Greene,DET,OF,24,99,378,51,109,19,4,11,37,7,0,35,114,0,2,1,.288,.349,.447,.796
Brandon Lowe,TB,2B,31,109,377,58,87,15,1,21,68,7,0,50,119,0,3,6,.231,.328,.443,.771
Alex Call,WAS,OF,30,128,375,43,75,14,1,8,38,9,8,53,78,3,2,6,.200,.307,.307,.614
Alek Thomas,ARI,OF,25,125,374,51,86,17,5,9,39,9,1,19,86,2,3,4,.230,.273,.374,.647
Elvis Andrus,CWS,SS,36,112,374,39,94,20,1,6,44,12,4,25,71,1,2,4,.251,.304,.358,.662
Anthony Rizzo,NYY,1B,35,99,373,45,91,14,0,12,41,0,3,35,97,0,1,12,.244,.328,.378,.706
