Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
339,Erik Miller*,28,SFG,NL,0.1,0,0,,3.48,11,0,3,0,0,2,10.1,8,4,4,0,6,0,16,0,0,0,45,117,1.76,1.355,7.0,0.0,5.2,13.9,2.67,,milleer01
340,Eli Morgan,30,KCR,AL,0.2,0,1,.000,2.61,7,0,3,0,0,1,10.1,8,3,3,2,6,0,9,0,0,0,45,167,5.63,1.355,7.0,1.7,5.2,7.8,1.50,,morgael01
341,Taylor Rogers*,35,MIN,AL,-0.1,0,1,.000,6.10,13,0,5,0,0,0,10.1,13,7,7,0,6,0,7,0,0,0,47,74,3.51,1.839,11.3,0.0,5.2,6.1,1.17,,rogerta01
342,Evan Sisk*,29,PIT,NL,0.3,0,0,,2.61,8,0,2,0,0,0,10.1,10,3,3,0,4,0,14,3,0,0,46,167,2.44,1.355,8.7,0.0,3.5,12.2,3.50,,siskev01
343,Tanner Banks*,34,PHI,NL,-0.1,0,2,.000,7.20,11,0,3,0,0,0,10.0,18,9,8,1,7,1,12,0,0,0,54,62,4.12,2.500,16.2,0.9,6.3,10.8,1.71,,banksta01
344,Orion Kerkering,25,PHI,NL,0.3,0,0,,2.70,10,0,2,0,0,0,10.0,7,3,3,1,6,0,8,0,0,0,43,164,4.62,1.300,6.3,0.9,5.4,7.2,1.33,,kerkeor01
345,Joel Kuhnel,31,ATH,AL,0.3,0,1,.000,2.70,10,0,6,0,0,4,10.0,10,3,3,0,2,0,4,0,0,1,40,174,2.92,1.200,9.0,0.0,1.8,3.6,2.00,,kuhnejo01
346,Luis Medina,27,ATH,AL,0.2,0,1,.000,2.70,8,0,5,0,0,0,10.0,6,4,3,1,5,1,10,0,0,2,41,174,3.92,1.100,5.4,0.9,4.5,9.0,2.00,,medinlu02
347,Trevor Megill,32,MIL,NL,-0.5,0,2,.000,7.20,11,0,5,0,0,4,10.0,10,9,8,0,5,0,12,1,0,2,47,59,2.52,1.500,9.0,0.0,4.5,10.8,2.40,,megiltr01
348,Andrew Morris,24,MIN,AL,-0.2,0,1,.000,7.20,4,0,0,0,0,0,10.0,15,8,8,1,3,0,10,0,0,1,47,63,3.32,1.800,13.5,0.9,2.7,9.0,3.33,,morrian01
349,John Schreiber,32,KCR,AL,0.0,0,2,.000,4.50,12,0,3,0,0,1,10.0,9,5,5,2,6,2,5,1,0,1,45,97,6.82,1.500,8.1,1.8,5.4,4.5,0.83,,schrejo01
350,Paxton Schultz,28,WSN,NL,0.1,0,0,,3.60,7,0,1,0,0,1,10.0,11,5,4,2,1,0,10,1,0,1,44,116,4.32,1.200,9.9,1.8,0.9,9.0,10.00,,schulpa01
351,Lucas Sims,32,CHW,AL,-0.1,0,2,.000,4.50,9,0,3,0,0,0,10.0,9,7,5,1,7,0,10,1,0,0,46,99,4.82,1.600,8.1,0.9,6.3,9.0,1.43,,simslu01
352,Grant Wolfram*,29,BAL,AL,-0.3,1,0,1.000,4.50,12,0,0,0,0,0,10.0,14,8,5,0,1,1,16,3,0,0,48,96,1.12,1.500,12.6,0.0,0.9,14.4,16.00,,wolfrgr01
353,Elvis Alvarado,27,ATH,AL,-0.5,2,0,1.000,8.38,10,0,2,0,0,0,9.2,11,9,9,1,7,0,9,0,0,0,44,56,4.77,1.862,10.2,0.9,6.5,8.4,1.29,,alvarel01
354,José Alvarado*,31,PHI,NL,-0.3,0,1,.000,7.45,13,0,0,0,0,0,9.2,14,9,8,0,5,1,11,2,0,2,49,60,3.01,1.966,13.0,0.0,4.7,10.2,2.20,,alvarjo03
355,Kyle Backhus*,28,PHI,NL,0.1,0,0,,4.66,10,1,3,0,0,0,9.2,11,6,5,2,1,0,10,0,0,0,41,95,4.05,1.241,10.2,1.9,0.9,9.3,10.00,,backhky01
356,Aaron Bummer*,32,ATL,NL,-0.3,0,1,.000,4.66,13,0,1,0,0,0,9.2,10,7,5,3,3,0,7,1,0,0,45,90,6.95,1.345,9.3,2.8,2.8,6.5,2.33,,bummeaa01
357,Yennier Cano,32,BAL,AL,0.3,1,1,.500,1.86,14,0,1,0,0,0,9.2,5,2,2,1,1,0,9,0,0,0,35,233,2.91,0.621,4.7,0.9,0.9,8.4,9.00,,canoye01
358,Brooks Raley*,38,NYM,NL,0.3,0,1,.000,1.86,11,0,1,0,0,0,9.2,6,2,2,1,4,1,11,0,0,1,39,221,3.43,1.034,5.6,0.9,3.7,10.2,2.75,,raleybr01
359,Colton Gordon*,27,HOU,AL,-0.5,0,0,,11.57,4,1,0,0,0,0,9.1,21,12,12,6,3,1,11,1,0,1,50,38,10.40,2.571,20.3,5.8,2.9,10.6,3.67,,gordoco01
360,Edgardo Henriquez,24,LAD,NL,0.0,1,0,1.000,3.86,10,0,3,0,0,0,9.1,7,5,4,1,5,0,10,1,0,0,39,108,4.30,1.286,6.8,1.0,4.8,9.6,2.00,,henried01
361,Cristian Javier,29,HOU,AL,-0.6,0,1,.000,12.54,3,3,0,0,0,0,9.1,13,13,13,2,9,0,4,2,0,0,48,35,8.58,2.357,12.5,1.9,8.7,3.9,0.44,,javiecr01
362,Ken Waldichuk*,28,WSN,NL,-0.1,0,0,,6.75,5,0,1,0,0,0,9.1,8,7,7,4,6,0,8,1,0,0,41,62,9.23,1.500,7.7,3.9,5.8,7.7,1.33,,waldike01
363,Jake Bird,30,NYY,AL,-0.2,1,1,.500,7.00,10,0,0,0,0,0,9.0,11,7,7,1,1,0,10,1,0,0,40,63,3.01,1.333,11.0,1.0,1.0,10.0,10.00,,birdja01
364,Pete Fairbanks,32,MIA,NL,-0.6,0,2,.000,10.00,10,1,7,0,0,5,9.0,9,10,10,1,4,1,13,1,0,0,41,43,3.34,1.444,9.0,1.0,4.0,13.0,3.25,,fairbpe01
365,Didier Fuentes,21,ATL,NL,-0.1,0,0,,5.00,3,1,1,0,0,0,9.0,9,5,5,1,3,0,12,0,0,0,40,84,2.90,1.333,9.0,1.0,3.0,12.0,4.00,,fuentdi01
366,Connor Prielipp*,25,MIN,AL,0.2,1,0,1.000,4.00,2,2,0,0,0,0,9.0,5,4,4,0,3,0,11,0,0,0,36,114,1.67,0.889,5.0,0.0,3.0,11.0,3.67,,prielco01
367,Kolby Allard*,28,CLE,AL,-0.3,0,0,,10.38,4,0,2,0,0,0,8.2,16,10,10,2,3,1,9,1,0,0,45,42,5.43,2.192,16.6,2.1,3.1,9.3,3.00,,allarko01
368,Ryan Borucki*,32,SFG,NL,-0.1,0,1,.000,5.19,10,0,3,0,0,0,8.2,11,5,5,2,3,0,8,0,0,0,39,79,5.31,1.615,11.4,2.1,3.1,8.3,2.67,,borucry01
369,Aroldis Chapman*,38,BOS,AL,0.4,0,1,.000,1.04,9,0,7,0,0,5,8.2,5,1,1,0,3,0,10,1,0,0,33,415,2.19,0.923,5.2,0.0,3.1,10.4,3.33,,chapmar01
370,Raisel Iglesias,36,ATL,NL,0.6,0,0,,0.00,8,0,7,0,0,5,8.2,5,0,0,0,1,0,11,0,0,0,31,,0.93,0.692,5.2,0.0,1.0,11.4,11.00,,iglesra01
371,Tatsuya Imai,28,HOU,AL,-0.2,1,0,1.000,7.27,3,3,0,0,0,0,8.2,7,7,7,0,11,0,13,1,0,1,44,61,4.27,2.077,7.3,0.0,11.4,13.5,1.18,,imaita01
372,Christian Roa,27,HOU,AL,0.0,0,1,.000,5.19,7,0,2,0,0,0,8.2,10,5,5,1,7,0,6,3,0,0,43,85,6.69,1.962,10.4,1.0,7.3,6.2,0.86,,roach02
373,Caleb Thielbar*,39,CHC,NL,0.1,2,2,.500,3.12,11,0,4,0,0,2,8.2,6,4,3,2,5,1,11,0,0,1,38,126,5.31,1.269,6.2,2.1,5.2,11.4,2.20,,thielca01
374,Blake Treinen,38,LAD,NL,0.0,1,1,.500,4.15,11,0,1,0,0,0,8.2,11,4,4,2,3,0,9,0,0,0,39,100,5.08,1.615,11.4,2.1,3.1,9.3,3.00,,treinbl01
375,Bryan Abreu,29,HOU,AL,-0.8,0,2,.000,12.96,10,0,7,0,0,1,8.1,9,13,12,4,13,0,13,0,0,3,46,34,10.92,2.640,9.7,4.3,14.0,14.0,1.00,,abreubr01
376,Cody Bolton,28,HOU,AL,0.0,0,1,.000,5.40,3,2,1,0,0,1,8.1,7,5,5,1,7,0,11,1,0,0,39,82,4.92,1.680,7.6,1.1,7.6,11.9,1.57,,boltoco01
377,Tim Herrin*,29,CLE,AL,0.5,0,1,.000,0.00,11,0,1,0,0,0,8.1,6,1,0,0,5,1,4,1,0,1,37,,4.32,1.320,6.5,0.0,5.4,4.3,0.80,,herriti01
378,Riley Martin*,28,CHC,NL,0.2,0,0,,2.16,8,1,2,0,0,0,8.1,5,2,2,1,2,0,10,0,0,0,31,182,3.00,0.840,5.4,1.1,2.2,10.8,5.00,,martiri02
379,Mitchell Parker*,26,WSN,NL,-0.1,1,0,1.000,5.40,4,0,0,0,0,0,8.1,9,5,5,1,3,0,10,1,0,1,37,78,3.72,1.440,9.7,1.1,3.2,10.8,3.33,,parkemi01
380,Tyler Samaniego*,27,BOS,AL,0.3,0,0,,0.00,7,0,3,0,0,0,8.1,4,0,0,0,4,0,8,0,0,0,32,,2.64,0.960,4.3,0.0,4.3,8.6,2.00,,samanty01
381,Shane Smith,26,CHW,AL,-0.5,0,2,.000,10.80,3,3,0,0,0,0,8.1,12,12,10,1,9,0,11,1,0,0,49,41,5.64,2.520,13.0,1.1,9.7,11.9,1.22,,smithsh02
382,Jason Adam,34,SDP,NL,0.4,0,0,,2.25,9,0,1,0,0,1,8.0,5,2,2,1,2,0,4,1,0,0,32,192,4.87,0.875,5.6,1.1,2.3,4.5,2.00,,adamja01
383,Jack Anderson,26,BOS,AL,0.1,0,0,,3.38,3,0,1,0,0,0,8.0,8,3,3,1,2,0,6,0,0,0,32,128,3.99,1.250,9.0,1.1,2.3,6.8,3.00,,anderja02
384,Hunter Bigge,28,TBR,AL,0.0,0,0,,4.50,8,0,0,0,0,0,8.0,3,4,4,1,7,1,5,0,0,0,35,99,6.12,1.250,3.4,1.1,7.9,5.6,0.71,,biggehu01
385,Enmanuel De Jesus*,29,DET,AL,-0.6,1,0,1.000,10.13,6,0,0,0,0,0,8.0,16,12,9,0,6,0,9,0,0,0,47,44,3.12,2.750,18.0,0.0,6.8,10.1,1.50,,dejesen01
386,Mitch Farris*,25,LAA,AL,0.2,0,0,,2.25,4,0,2,0,0,0,8.0,8,2,2,1,4,0,6,0,0,1,33,198,4.74,1.500,9.0,1.1,4.5,6.8,1.50,,farrimi01
387,Robert Garcia*,30,TEX,AL,-0.1,0,1,.000,3.38,9,0,1,0,0,0,8.0,5,5,3,0,7,0,6,0,0,0,34,116,4.24,1.500,5.6,0.0,7.9,6.8,0.86,,garciro04
388,Jordan Romano,33,LAA,AL,-0.5,0,2,.000,10.13,11,0,9,0,0,4,8.0,11,9,9,1,6,0,12,1,0,1,42,44,4.37,2.125,12.4,1.1,6.8,13.5,2.00,,romanjo03
389,Devin Williams,31,NYM,NL,-0.5,1,1,.500,9.00,10,0,4,0,0,2,8.0,14,8,8,1,6,0,15,0,0,0,44,46,3.24,2.500,15.8,1.1,6.8,16.9,2.50,,willide03
390,Shane Drohan*,27,MIL,NL,-0.2,0,1,.000,4.70,3,1,1,0,0,0,7.2,7,6,4,0,5,0,5,0,0,0,37,91,3.77,1.565,8.2,0.0,5.9,5.9,1.00,,drohash01
391,Chase Shugart,29,PHI,NL,0.3,0,0,,1.17,7,0,1,0,0,0,7.2,7,1,1,1,2,0,7,2,0,0,32,382,4.55,1.174,8.2,1.2,2.3,8.2,3.50,,shugach01
392,Danny Coulombe*,36,BOS,AL,-0.2,0,1,.000,6.14,11,0,0,0,0,0,7.1,8,5,5,1,3,0,5,1,0,0,33,71,5.16,1.500,9.8,1.2,3.7,6.1,1.67,,couloda01
393,Cade Horton,24,CHC,NL,0.2,1,0,1.000,2.45,2,2,0,0,0,0,7.1,4,2,2,1,2,0,4,0,0,0,26,161,4.62,0.818,4.9,1.2,2.5,4.9,2.00,,hortoca01
394,Kenley Jansen,38,DET,AL,-0.1,0,2,.000,6.14,10,0,10,0,0,6,7.1,8,5,5,3,4,0,9,0,1,0,34,73,7.62,1.636,9.8,3.7,4.9,11.0,2.25,,janseke01
395,Luis Morales,23,ATH,AL,-0.4,0,2,.000,12.27,2,2,0,0,0,0,7.1,13,10,10,4,8,0,5,1,0,0,42,39,12.53,2.864,16.0,4.9,9.8,6.1,0.63,,morallu01
396,Kyle Nicolas,27,CIN,NL,-0.2,1,0,1.000,8.59,7,0,2,0,0,0,7.1,8,7,7,1,13,0,7,0,0,2,42,54,8.30,2.864,9.8,1.2,16.0,8.6,0.54,,nicolky01
397,Joel Payamps,32,ATL,NL,-0.2,0,1,.000,6.14,11,0,3,0,0,0,7.1,7,7,5,2,3,0,8,0,0,0,32,69,5.71,1.364,8.6,2.5,3.7,9.8,2.67,,payamjo01
398,Zach Pop,29,PHI,NL,0.1,0,0,,3.68,7,1,2,0,0,0,7.1,5,3,3,0,3,0,6,1,0,0,31,122,3.12,1.091,6.1,0.0,3.7,7.4,2.00,,popza01
399,Luis García,39,2TM,2LG,-0.3,0,0,,8.59,7,0,4,0,0,0,7.1,13,8,7,0,2,0,4,1,0,0,38,52,3.25,2.045,16.0,0.0,2.5,4.9,2.00,,garcilu03
399,Luis García,39,NYM,NL,-0.2,0,0,,7.11,6,0,3,0,0,0,6.1,11,6,5,0,2,0,4,0,0,0,32,59,2.80,2.053,15.6,0.0,2.8,5.7,2.00,,garcilu03
399,Luis García,39,MIN,AL,-0.1,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,0,0,0,0,1,0,0,6,33,6.12,2.000,18.0,0.0,0.0,0.0,,,garcilu03
400,Luinder Avila,24,KCR,AL,-0.2,0,1,.000,9.00,3,1,0,0,0,0,7.0,16,7,7,1,4,0,8,0,0,0,38,49,4.40,2.857,20.6,1.3,5.1,10.3,2.00,,avilalu02
401,Jonathan Bowlan,29,PHI,NL,0.2,1,0,1.000,3.86,7,0,0,0,0,0,7.0,8,3,3,0,1,0,8,0,0,0,29,117,1.26,1.286,10.3,0.0,1.3,10.3,8.00,,bowlajo01
402,Jeremiah Estrada,27,SDP,NL,-0.2,1,1,.500,5.14,7,0,0,0,0,0,7.0,5,6,4,0,5,0,8,0,0,1,30,84,2.98,1.429,6.4,0.0,6.4,10.3,1.60,,estraje01
403,Cole Henry,26,WSN,NL,-0.2,0,2,.000,6.43,7,0,5,0,0,0,7.0,8,7,5,1,4,0,8,1,0,1,34,66,4.83,1.714,10.3,1.3,5.1,10.3,2.00,,henryco01
404,Cal Quantrill,31,TEX,AL,-0.1,1,0,1.000,6.43,3,0,3,0,0,0,7.0,7,5,5,1,2,0,7,0,0,0,28,61,3.83,1.286,9.0,1.3,2.6,9.0,3.50,,quantca01
405,Garrett Acton,28,MIN,AL,0.0,1,1,.500,2.70,4,0,3,0,0,0,6.2,4,5,2,0,3,1,9,1,0,0,28,171,2.22,1.050,5.4,0.0,4.1,12.2,3.00,,actonga01
406,Wilber Dotel,23,PIT,NL,0.2,0,0,,1.35,3,0,1,0,0,0,6.2,2,1,1,1,3,0,4,0,0,0,25,328,5.22,0.750,2.7,1.4,4.1,5.4,1.33,,dotelwi01
407,Jhoan Duran,28,PHI,NL,0.7,1,1,.500,1.35,7,0,7,0,0,5,6.2,5,2,1,0,0,0,8,0,0,1,24,334,0.72,0.750,6.8,0.0,0.0,10.8,,,duranjh01
408,J.P. France,31,HOU,AL,-0.1,0,0,,8.10,3,0,2,0,0,0,6.2,6,6,6,1,5,0,4,1,0,1,31,55,6.57,1.650,8.1,1.4,6.8,5.4,0.80,,francjp01
409,Andre Granillo,26,WSN,NL,-0.1,0,0,,8.53,6,0,3,0,0,0,6.1,6,6,6,1,7,0,2,0,0,0,31,50,7.85,2.053,8.5,1.4,9.9,2.8,0.29,,granian01
410,Colin Holderman,30,CLE,AL,0.0,0,0,,2.84,4,0,3,0,0,0,6.1,2,3,2,1,2,0,6,0,0,0,24,157,4.22,0.632,2.8,1.4,2.8,8.5,3.00,,holdeco01
411,Cody Laweryson,28,MIN,AL,-0.1,0,0,,4.26,5,0,3,0,0,1,6.1,3,4,3,0,2,0,8,2,0,0,26,108,2.49,0.789,4.3,0.0,2.8,11.4,4.00,,lawerco01
412,Chris Martin,40,TEX,AL,-0.3,1,1,.500,7.11,8,0,3,0,0,0,6.1,11,6,5,1,0,0,7,1,0,0,29,56,3.43,1.737,15.6,1.4,0.0,9.9,,,martich02
413,José Urquidy,31,PIT,NL,-0.6,0,1,.000,8.53,5,0,4,0,0,1,6.1,15,10,6,1,2,0,6,0,0,0,36,52,4.22,2.684,21.3,1.4,2.8,8.5,3.00,,urquijo01
414,Edwin Díaz,32,LAD,NL,-0.5,1,0,1.000,10.50,7,0,6,0,0,4,6.0,9,7,7,1,5,1,10,1,0,1,33,40,4.95,2.333,13.5,1.5,7.5,15.0,2.00,,diazed04
415,Carl Edwards Jr.,34,NYM,NL,0.1,0,0,,1.50,2,0,1,0,0,0,6.0,3,1,1,1,4,0,11,0,0,0,25,281,3.62,1.167,4.5,1.5,6.0,16.5,2.75,,edwarca01
416,Kyle Hurt,28,LAD,NL,0.1,0,0,,1.50,6,0,5,0,0,0,6.0,3,1,1,0,0,0,7,1,0,0,22,283,1.28,0.500,4.5,0.0,0.0,10.5,,,hurtky01
417,Chris Murphy*,28,CHW,AL,-0.3,1,0,1.000,10.50,6,0,1,0,0,1,6.0,9,7,7,1,5,0,6,0,0,1,32,43,5.78,2.333,13.5,1.5,7.5,9.0,1.20,,murphch01
418,Jayden Murray,29,HOU,AL,-0.1,0,0,,6.00,4,0,2,0,0,0,6.0,7,4,4,0,5,0,5,0,0,0,28,75,3.95,2.000,10.5,0.0,7.5,7.5,1.00,,murraja01
419,Ryan Rolison*,28,CHC,NL,0.2,1,0,1.000,0.00,3,0,2,0,0,0,6.0,3,0,0,0,0,0,3,0,0,0,19,,2.12,0.500,4.5,0.0,0.0,4.5,,,rolisry01
420,Carter Baumler,24,TEX,AL,0.1,0,0,,3.18,4,0,1,0,0,0,5.2,4,2,2,1,6,0,6,1,0,0,27,125,7.00,1.765,6.4,1.6,9.5,9.5,1.00,,baumlca01
421,Ryan Fernandez,28,STL,NL,0.0,1,0,1.000,1.59,4,0,3,0,0,0,5.2,7,3,1,0,2,0,9,0,0,0,26,261,1.00,1.588,11.1,0.0,3.2,14.3,4.50,,fernary01
422,Cameron Foster,27,BAL,AL,-0.1,0,0,,6.35,4,0,3,0,0,0,5.2,9,5,4,0,5,0,7,0,0,0,29,70,3.29,2.471,14.3,0.0,7.9,11.1,1.40,,fosteca01
423,Nick Sandlin,29,LAA,AL,-0.5,0,1,.000,14.29,6,0,1,0,0,0,5.2,6,9,9,1,3,0,6,3,0,0,28,32,6.47,1.588,9.5,1.6,4.8,9.5,2.00,,sandlni01
424,Gavin Collyer,25,TEX,AL,0.2,1,0,1.000,0.00,7,0,1,0,0,0,5.1,2,0,0,0,3,0,4,3,0,0,22,,4.99,0.938,3.4,0.0,5.1,6.8,1.33,,collyga01
425,Coleman Crow,25,MIL,NL,0.1,0,0,,3.38,1,1,0,0,0,0,5.1,4,2,2,0,1,0,4,0,0,0,21,129,2.18,0.938,6.8,0.0,1.7,6.8,4.00,,crowco01
426,Hunter Gaddis,28,CLE,AL,-0.2,0,1,.000,6.75,6,0,0,0,0,0,5.1,6,4,4,2,1,0,6,0,0,0,23,67,6.31,1.313,10.1,3.4,1.7,10.1,6.00,,gaddihu01
427,Craig Kimbrel,38,NYM,NL,-0.1,0,1,.000,5.06,6,0,3,0,0,0,5.1,5,4,3,0,2,0,7,0,0,1,21,84,1.62,1.313,8.4,0.0,3.4,11.8,3.50,,kimbrcr01
428,Burch Smith,36,DET,AL,0.2,0,0,,1.69,3,0,0,0,0,0,5.1,4,1,1,0,3,0,8,0,0,0,22,272,1.81,1.313,6.8,0.0,5.1,13.5,2.67,,smithbu03
429,Trey Yesavage,22,TOR,AL,0.4,1,0,1.000,0.00,1,1,0,0,0,0,5.1,4,0,0,0,0,0,3,0,0,0,20,,1.99,0.750,6.8,0.0,0.0,5.1,,,yesavtr01
430,Steven Cruz,27,KCR,AL,-0.4,0,0,,14.40,5,0,2,0,0,0,5.0,7,8,8,4,4,1,7,0,0,0,26,31,13.12,2.200,12.6,7.2,7.2,12.6,1.75,,cruzst01
431,Luis Curvelo,25,TEX,AL,0.0,0,0,,5.40,4,0,1,0,0,0,5.0,6,3,3,2,2,1,3,0,0,1,22,74,8.32,1.600,10.8,3.6,3.6,5.4,1.50,,curvelu01
432,Phil Maton,33,CHC,NL,-0.5,0,1,.000,14.40,6,0,0,0,0,0,5.0,9,8,8,1,4,0,7,2,0,0,30,28,6.52,2.600,16.2,1.8,7.2,12.6,1.75,,matonph01
433,Daniel Palencia,26,CHC,NL,0.4,1,0,1.000,0.00,5,0,4,0,0,1,5.0,3,0,0,0,2,0,5,0,0,0,19,,2.32,1.000,5.4,0.0,3.6,9.0,2.50,,palenda01
434,Zack Wheeler,36,PHI,NL,0.1,0,0,,3.60,1,1,0,0,0,0,5.0,3,2,2,0,3,0,6,0,0,0,20,128,2.52,1.200,5.4,0.0,5.4,10.8,2.00,,wheelza01
435,Mason Black,26,KCR,AL,0.2,0,0,,0.00,4,0,3,0,0,0,4.2,6,0,0,0,2,0,5,0,0,0,22,,2.26,1.714,11.6,0.0,3.9,9.6,2.50,,blackma01
436,Ben Casparius,27,LAD,NL,-0.2,0,1,.000,9.64,5,0,2,0,0,0,4.2,6,5,5,1,4,0,4,0,0,0,23,45,6.76,2.143,11.6,1.9,7.7,7.7,1.00,,caspabe01
437,George Klassen,24,LAA,AL,-0.3,0,1,.000,11.57,2,2,0,0,0,0,4.2,7,7,6,1,10,0,6,0,0,2,32,40,9.76,3.643,13.5,1.9,19.3,11.6,0.60,,klassge01
438,Andrew Alvarez*,27,WSN,NL,0.2,1,0,1.000,0.00,1,0,1,0,0,0,4.1,4,0,0,0,0,0,5,0,0,0,16,,0.81,0.923,8.3,0.0,0.0,10.4,,,alvaran01
439,Dietrich Enns*,35,BAL,AL,0.0,0,0,,4.15,3,0,0,0,0,0,4.1,2,2,2,0,5,0,7,0,0,1,20,109,3.35,1.615,4.2,0.0,10.4,14.5,1.40,,ennsdi01
440,Michael Kelly,33,ATH,AL,-0.1,0,0,,6.23,4,0,2,0,0,0,4.1,6,3,3,1,4,0,4,0,0,0,22,79,7.04,2.308,12.5,2.1,8.3,8.3,1.00,,kellymi03
441,Trevor Martin,25,TBR,AL,-0.1,0,0,,6.23,3,0,1,0,0,0,4.1,6,3,3,1,1,0,4,1,0,1,21,74,5.66,1.615,12.5,2.1,2.1,8.3,4.00,,martitr01
442,Dylan Dodd*,28,ATL,NL,0.1,0,0,,2.25,2,0,1,0,0,1,4.0,3,1,1,0,1,1,4,0,0,0,16,196,1.87,1.000,6.8,0.0,2.3,9.0,4.00,,dodddy01
443,Lázaro Estrada,27,TOR,AL,0.3,0,0,,0.00,1,0,0,0,0,0,4.0,0,0,0,0,2,0,3,0,0,0,14,,3.12,0.500,0.0,0.0,4.5,6.8,1.50,,estrala01
444,Julian Fernández,30,WSN,NL,0.0,0,0,,2.25,3,0,3,0,0,0,4.0,3,3,1,1,2,0,3,0,0,1,18,196,6.37,1.250,6.8,2.3,4.5,6.8,1.50,,fernaju02
445,Peyton Gray,31,TEX,AL,0.1,0,0,,0.00,3,0,2,0,0,0,4.0,2,0,0,0,4,1,3,0,0,0,18,,4.62,1.500,4.5,0.0,9.0,6.8,0.75,,graype02
446,Hunter Harvey,31,CHC,NL,-0.1,0,1,.000,6.75,4,0,1,0,0,0,4.0,5,3,3,2,1,0,4,0,0,0,18,61,8.37,1.500,11.3,4.5,2.3,9.0,4.00,,harvehu01
447,Corbin Martin,30,CHC,NL,0.1,0,0,,2.25,5,0,2,0,0,1,4.0,1,1,1,0,4,0,2,0,0,1,17,184,5.12,1.250,2.3,0.0,9.0,4.5,0.50,,martico02
448,Roddery Muñoz,26,HOU,AL,-0.3,0,0,,15.75,3,0,0,0,0,0,4.0,7,7,7,3,6,0,6,0,0,2,25,29,14.37,3.250,15.8,6.8,13.5,13.5,1.00,,munozro01
449,Carlos Rodriguez,24,MIL,NL,0.1,0,0,,2.25,2,0,2,0,0,0,4.0,5,1,1,1,0,0,5,0,0,0,17,198,3.87,1.250,11.3,2.3,0.0,11.3,,,rodrica02
450,Elmer Rodríguez,22,NYY,AL,0.0,0,1,.000,4.50,1,1,0,0,0,0,4.0,4,2,2,0,4,0,3,1,0,0,20,102,5.37,2.000,9.0,0.0,9.0,6.8,0.75,,rodriel03
451,Mitch Spence,28,KCR,AL,-0.1,0,0,,13.50,1,0,1,0,0,0,4.0,4,6,6,1,5,0,3,0,0,0,21,34,8.62,2.250,9.0,2.3,11.3,6.8,0.60,,spencmi01
452,Zach Eflin,32,BAL,AL,0.2,0,0,,2.45,1,1,0,0,0,0,3.2,4,1,1,1,2,0,7,0,0,0,17,187,4.48,1.636,9.8,2.5,4.9,17.2,3.50,,eflinza01
453,Seth Johnson,27,PHI,NL,-0.1,0,0,,7.36,3,0,2,0,0,0,3.2,5,5,3,0,3,0,4,1,0,0,21,64,4.21,2.182,12.3,0.0,7.4,9.8,1.33,,johnsse01
454,Zak Kent,28,MIN,AL,-0.1,0,0,,4.91,2,0,0,0,0,0,3.2,4,5,2,2,5,0,2,0,0,0,20,98,13.21,2.455,9.8,4.9,12.3,4.9,0.40,,kentza01
455,Brendon Little*,29,TOR,AL,-1.2,0,2,.000,24.55,5,0,1,0,0,0,3.2,10,11,10,3,3,1,6,0,0,0,24,20,12.94,3.545,24.5,7.4,7.4,14.7,2.00,,littlbr02
456,Johan Oviedo,28,BOS,AL,-0.1,0,0,,9.82,1,0,1,0,0,0,3.2,6,4,4,2,1,0,3,1,0,1,18,46,10.21,1.909,14.7,4.9,2.5,7.4,3.00,,oviedjo01
457,Taylor Rashi,30,ARI,NL,-0.2,1,0,1.000,9.82,3,0,2,0,0,0,3.2,3,4,4,1,1,0,4,0,0,0,15,47,5.30,1.091,7.4,2.5,2.5,9.8,4.00,,rashita01
458,Joe Ross,33,ARI,NL,-0.4,0,0,,19.64,3,0,0,0,0,0,3.2,7,8,8,1,4,0,2,0,0,1,22,24,8.85,3.000,17.2,2.5,9.8,4.9,0.50,,rossjo01
459,Chris Roycroft,29,STL,NL,-0.3,0,0,,12.27,5,0,3,0,0,0,3.2,8,5,5,1,5,0,3,0,0,0,25,35,9.12,3.545,19.6,2.5,12.3,7.4,0.60,,roycrch01
460,Jared Shuster*,27,STL,NL,0.0,0,0,,4.91,2,0,2,0,0,0,3.2,2,2,2,0,2,0,1,0,0,1,15,87,4.21,1.091,4.9,0.0,4.9,2.5,0.50,,shustja01
461,Justin Verlander,43,DET,AL,-0.2,0,1,.000,12.27,1,1,0,0,0,0,3.2,6,5,5,1,2,0,1,0,0,1,19,38,7.75,2.182,14.7,2.5,4.9,2.5,0.50,,verlaju01
462,Austin Warren,30,NYM,NL,0.1,0,0,,2.45,3,0,3,0,0,0,3.2,2,1,1,1,0,0,5,0,0,0,13,178,3.94,0.545,4.9,2.5,0.0,12.3,,,warreau01
463,Bailey Falter*,29,KCR,AL,-0.2,0,0,,13.50,2,0,0,0,0,0,3.1,8,5,5,1,2,0,4,0,0,0,20,35,6.42,3.000,21.6,2.7,5.4,10.8,2.00,,falteba01
